,ID,Assigned User,Title,Time,Tags,Products,Incident,Suspicious,Important,Ports,Outcomes,Status,Environment,Priority,Stage,Ticket IDs,Closing Time,Sources,Reason,Root Cause,Alerts Count
134,2227197,securityanalyst1,Microsoft Windows Security Event Log,2022-11-02 11:41:45 UTC-05,Post-Intrusion Activity,"FW,Login,SAP",False,False,False,"3128,53,7680,80,23116,0","4,002,400,840,074,000,000,000,000",Open,SURA ASSET MANAGEMENT PERU S.A,Medium,Research,271922_Possible Local Worm Detected_1667402223542_1667402290586,,,,,1
135,2229008,securityanalyst1,Amazon AWS WAF,2022-11-07 12:09:44 UTC-05,,Default,False,True,False,0,4002,Open,SURA ASSET MANAGEMENT PERU S.A,Informative,Research,273574_SRA-P_WAF_X-Force Risky IP Scan (Source IP)_1667836550857_1667836550857,,,,,1
136,2229661,securityanalyst1,Amazon AWS WAF,2022-11-09 09:00:27 UTC-05,,Default,False,True,False,0,4002,Open,SURA ASSET MANAGEMENT PERU S.A,Informative,Research,274305_SRA-P_WAF_X-Force Risky IP Scan (Source IP)_1667995251888_1667995251888,,,,,1
137,2231339,securityanalyst1,Microsoft Windows Security Event Log,2022-11-14 13:00:32 UTC-05,"Recon,Intrusion Detection,Authentication",Login,False,False,False,0,"30,053,116,307,680,000,000",Open,SURA ASSET MANAGEMENT PERU S.A,Medium,Assessment,"275621_Multiple Login Failures From the Same Source with any Username_1669229707194_1669229905503,275621_A System Boot has been detected_1669101002381_1669101002381,275621_Scheduled Task Created on Multiple Hosts_1668874208208_1668874208208,275621_Scheduled Task Created on Multiple Hosts_1668710176133_1668710176133,275621_Scheduled Task Created on Multiple Hosts_1668445751681_1668445751681",,,,,5
138,2229823,securityanalyst1,Custom Rule Engine,2022-11-09 17:46:10 UTC-05,Post-Intrusion Activity,"Default,FW,Login,SAP",False,False,False,"3128,53,7680,389,80,88,49671,0,135,49672,49692","4,002,400,840,074,000,000,000,000",Open,SURA ASSET MANAGEMENT PERU S.A,Medium,Assessment,274486_Possible Local Worm Detected_1668029422746_1668029482555,,,,,1
139,2230253,securityanalyst1,Cisco Adaptive Security Appliance (ASA),2022-11-10 19:46:16 UTC-05,Post-Intrusion Activity,"Default,FW,Login,SAP",False,False,False,"443,3128,7680,53,9080,11364,49672,445,80,0,389,23116,135,123,49668,88","40,034,002,400,840,000,000,000,000,000,000,000",Open,SURA ASSET MANAGEMENT PERU S.A,High,Assessment,"263220_Possible Local Worm Detected_1668548331833_1668548373616,263220_Possible Local Worm Detected_1668462941140_1668463000810,263220_Possible Local Worm Detected_1668213166525_1668213226297,263220_Possible Local Worm Detected_1668117049936_1668117086976,263220_Possible Local Worm Detected_1668117047968_1668117085976",,,,,5
140,2231592,securityanalyst1,Microsoft Office 365,2022-11-15 03:40:37 UTC-05,,Login,False,False,False,0,3115,Open,SURA ASSET MANAGEMENT PERU S.A,Informative,Assessment,"275718_SRA-P: User Login Success other countries_1668699435696_1668699524753,275718_SRA-P: User Login Success other countries_1668539987791_1668540442153,275718_SRA-P: User Login Success other countries_1668499382390_1668499450452",,,,,3
141,2231934,Admin,Cisco Adaptive Security Appliance (ASA),2022-11-16 00:55:59 UTC-05,Recon,FW,False,False,False,"24257,39796,37731,31715,15252,33430,1925,46842,31230,3295,15436,27925,23187,42464,24879,62135,65275,37579,16729,38013,63471,10403,54912,36485,1287,31802,19371,49951,28195,5202,16211,32695,55038,12703,51408,64493,47426,50718,5602,47448,13842,49337,29898,20532,50568,50758,19093,38504,21267,26572,57456,63285,22509,43379,12425,51399,26828,45023,1391,23169,57058,63912,6478,49609,19144,65184,24768,17031,8956,32765,38718,52408,29654,48593,52575,18568,33356,33354,58819,64193,4147,48583,30641,60565,41022,43847,41012,53499,17037,14826,11898,60052,57300,3258,15753,58172,55469,30598,23247,7709,23615,44730,51389,8724,29274,30373,61208,42393,28181,35438,40088,8029,52671,32460,25563,1510,26040,49267,46995,44342,64242,5964,6365,55645,52586,54321,23616,16693,20793,14243,53734,63761,24775,55158,39403,8106,7200,17336,22785,35881,45951,10899,23944,35014,56232,36050,54011,52344,62659,46763,5457,15759,6192,3465,42505,30000,42972,36348,19076,39457,11292,17278,45202,36073,55424,2522,5259,39329,54984,32321,7724,47913,12887,14760,15527,49985,35159,4301,16372,26687,32699,63805,1496,55164,2486,16512,16439,38343,22214,36907,13611,36756,1887,25079,62874,40746,51266,10069,58016,54522,8753,8545,33967,64105,57711,8647,55490,23646,5606,53761,36986,8380,15532,59577,4798,29008,56196,64104,32241,60018,64798,43663,39069,31602,41240,57077,57650,25861,17994,28278,64672,19179,62302,39797,62081,15721,46234,52490,51826,1649,49397,34304,24333,5237,20317,34705,15181,6239,53657,47806,29800,45093,56145,60538,33725,53696,8710,49749,21687,31137,57505,6843,37131,13065,45264,33234,36232,49417,37379,59408,54272,21980,1283,63681,14001,39890,28217,15493,64953,35725,30981,9385,51147,6332,42525,29571,43206,10565,15511,12111,56006,60951,33149,18720,58044,34867,31604,36151,54217,60301,46610,48830,12503,23292,1760,62345,56026,20785,21781,35582,16601,38848,31260,56199,20811,61804,28500,34813,57802,7431,25566,35214,43415,15643,5452,49965,9219,59920,1756,36027,58885,54703,32239,14896,64225,64082,30121,60314,21124,28511,52873,28298,55427,38274,57957,61969,59460,8163,59277,40891,61116,57241,50879,27091,47649,57853,19723,43072,36949,3742,26168,61191,16024,63302,21162,56781,10055,44087,22013,15401,46157,23330,44048,50162,25096,57312,52722,29036,16100,36084,22704,29872,61967,26553,48927,35086,21026,1605,38994,12064,41145,62973,10775,56707,20879,46403,43634,38593,6742,48559,65399,34767,18953,30181,65007,29462,36913,25760,54277,1592,46522,9283,36417,62785,1857,38575,13981,1736,34853,27488,28670,32776,42614,19867,28764,23843,39596,46690,51087,14741,8995,19364,6987,37747,7161,24672,59330,49086,60866,59767,38407,33631,59808,28387,33118,5665,49021,12805,58860,61811,26808,50284,12056,48505,17135,22105,26270,20499,1964,17583,13515,34245,15579,24405,19386,59562,15366,11203,23174,46636,37682,52006,3366,26735,58897,32454,14372,3144,61622,15745,41603,24087,40864,1720,52629,13273,46003,1273,34920,11382,57425,27200,11508,56345,37542,22427,13740,44885,60692,22282,59365,39764,59802,49119,9832,31746,58560,36975,63833,35570,36710,28605,32930,16238,44806,50210,45506,40917,13534,17926,5479,2614,26046,51129,8607,15197,17276,51444,31394,20186,24667,30503,25462,23470,28703,47620,3235,15572,56128,26173,42814,58387,44282,8301,10848,10160,7121,4273,12438,19066,42638,25237,27314,24896,16301,22341,10077,53068,60272,22245,61875,29261,30665,50204,42105,43111,9312,62806,63635,51916,16317,12461,21009,36267,58999,14904,63320,2696,23274,60560,40777,58165,5656,41510,1467,39547,31244,43478,17770,24683,6102,7173,25784,31387,37936,30415,64942,3175,1344,2011,18905,8184,17328,5455,19439,59480,35199,15279,32745,11223,62297,40926,49852,61900,37625,55070,3088,51048,32608,54523,17418,61146,14223,31492,26454,50984,38211,26208,60522,45175,44021,19347,14383,45136,58229,12580,22150,50386,37680,18040,53298,62253,60057,51737,30743,19881,17422,22379,63377,1268,21495,64989,42110,57603,61714,60591,20270",4003,Closed,SURA ASSET MANAGEMENT PERU S.A,Low,Assessment,"262770_Host Port Scan Detected by Remote Host_1668653812121_1668653852250,262770_Host Port Scan Detected by Remote Host_1668646175259_1668653998317,262770_Host Port Scan Detected by Remote Host_1668653945295_1668653983315,262770_Host Port Scan Detected by Remote Host_1668653951297_1668709419623,262770_Host Port Scan Detected by Remote Host_1668653575947_1668653951292,262770_Host Port Scan Detected by Remote Host_1668567301277_1668567419350,262770_Host Port Scan Detected by Remote Host_1668567301274_1668623952752,262770_Host Port Scan Detected by Remote Host_1668567415346_1668570987554,262770_Host Port Scan Detected by Remote Host_1668535117950_1668567539440",2022-11-17 19:39:16 UTC-05,,NotMalicious,Unknown,9
142,2232214,securityanalyst1,Microsoft Office 365,2022-11-16 19:15:51 UTC-05,"Recon,Authentication,Intrusion Detection","Login,SAP",False,False,False,0,"3,010,311,631,157,000",Open,SURA ASSET MANAGEMENT PERU S.A,Low,Research,"276223_Multiple Login Failures for Single Username_1668637639592_1668637904949,276223_Login Failures Followed By Success to the same Username_1668637904949_1668638081048",,,,,2
143,2231555,securityanalyst1,Amazon AWS WAF,2022-11-15 01:19:45 UTC-05,,Default,False,True,False,0,4002,Open,SURA ASSET MANAGEMENT PERU S.A,Informative,Research,275704_SRA-P_WAF_X-Force Risky IP Scan (Source IP)_1668489624599_1668489624599,,,,,1
144,2232310,securityanalyst1,Microsoft Office 365,2022-11-17 03:30:30 UTC-05,"Recon,Authentication",Login,False,False,False,0,3116,Open,SURA ASSET MANAGEMENT PERU S.A,Informative,Assessment,"276172_Multiple Login Failures for Single Username_1668635932277_1668668308751,276172_Multiple Login Failures for Single Username_1668646687612_1668670831545",,,,,2
145,2228235,securityanalyst1,Microsoft Office 365,2022-11-04 12:29:05 UTC-05,,Login,False,False,False,0,3115,Open,SURA ASSET MANAGEMENT PERU S.A,Informative,Assessment,"272865_SRA-P: User Login Success other countries_1667586382660_1667586382660,272865_SRA-P: User Login Success other countries_1667579443348_1667579463364",,,,,2
146,2231586,securityanalyst1,Microsoft Windows Security Event Log,2022-11-15 03:20:30 UTC-05,Authentication,Login,False,False,False,0,3036,Open,SURA ASSET MANAGEMENT PERU S.A,Low,Research,275714_User added to Domain Admins_1668498087794_1668498087794,,,,,1
147,2228099,securityanalyst1,Microsoft Office 365,2022-11-04 01:19:54 UTC-05,"Recon,Authentication",Login,False,False,False,0,3116,Open,SURA ASSET MANAGEMENT PERU S.A,Informative,Assessment,"272590_Multiple Login Failures for Single Username_1667523508740_1667545075102,272590_Multiple Login Failures for Single Username_1667523597794_1667555741924,272590_Multiple Login Failures for Single Username_1667530734495_1667555997057,272590_Multiple Login Failures for Single Username_1667557100193_1667558140517,272590_Multiple Login Failures for Single Username_1667553854869_1667554752544,272590_Multiple Login Failures for Single Username_1667548351362_1667552895124,272590_Multiple Login Failures for Single Username_1667550875401_1667552266547,272590_Multiple Login Failures for Single Username_1667550734288_1667551646043,272590_Multiple Login Failures for Single Username_1667543654064_1667544506625,272590_Multiple Login Failures for Single Username_1667530734495_1667542650164",,,,,10
148,2227365,securityanalyst1,Amazon AWS WAF,2022-11-03 00:20:24 UTC-05,,Default,False,True,False,0,4002,Open,SURA ASSET MANAGEMENT PERU S.A,Informative,Research,272049_SRA-P_WAF_X-Force Risky IP Scan (Source IP)_1667448895615_1667448895615,,,,,1
149,2230596,securityanalyst1,Cisco Adaptive Security Appliance (ASA),2022-11-11 23:29:36 UTC-05,Post-Intrusion Activity,"Default,FW,SAP",False,False,False,"0,7680,3128,445,49668,135","4,034,400,340,024,000,000,000,000",Open,SURA ASSET MANAGEMENT PERU S.A,Medium,Research,275132_Possible Local Worm Detected_1668214066003_1668214125047,,,,,1
150,2231223,securityanalyst1,Amazon AWS WAF,2022-11-14 05:19:18 UTC-05,,Default,False,True,False,0,4002,Open,SURA ASSET MANAGEMENT PERU S.A,Informative,Research,275561_SRA-P_WAF_X-Force Risky IP Scan (Source IP)_1668416908270_1668416908270,,,,,1
151,2228273,securityanalyst1,Microsoft Windows Security Event Log,2022-11-04 13:29:19 UTC-05,,"Login,SAP",False,False,False,0,"600,781,108,002",Open,SURA ASSET MANAGEMENT PERU S.A,Medium,Research,"272929_Excessive Use of SC Command_1667946760693_1667946770983,272929_A System Boot has been detected_1667581590814_1667581590814",,,,,2
152,2228101,securityanalyst1,Microsoft Office 365,2022-11-04 01:20:17 UTC-05,"Recon,Authentication,Intrusion Detection","Login,SAP",False,False,False,0,"311,670,023,115",Open,SURA ASSET MANAGEMENT PERU S.A,Medium,Assessment,"272432_Multiple Login Failures for Single Username_1667504792318_1667541350193,272432_Multiple Login Failures for Single Username_1667501300384_1667541487289,272432_Multiple Login Failures for Single Username_1667501707754_1667541556336,272432_Multiple Login Failures for Single Username_1667504887415_1667530734495,272432_Multiple Login Failures for Single Username_1667501962953_1667543513863,272432_Login Failures Followed By Success to the same Username_1667510290961_1667520399273,272432_Multiple Login Failures for Single Username_1667542889348_1667544280436,272432_Login Failures Followed By Success to the same Username_1667500360620_1667524950870,272432_Multiple Login Failures for Single Username_1667505544910_1667542650164",,,,,9
153,2230490,securityanalyst1,Amazon AWS WAF,2022-11-11 13:36:28 UTC-05,,Default,False,False,False,0,4002,Open,SURA ASSET MANAGEMENT PERU S.A,Informative,Research,275032_SRA-P_WAF_X-Force Risky IP Scan (Source IP)_1668183210981_1668183210981,,,,,1
154,2233529,@Tier1,Microsoft Windows Security Event Log,2022-11-20 11:40:39 UTC-05,,"Login,SAP",False,False,False,0,"60,078,110",Open,SURA ASSET MANAGEMENT PERU S.A,Medium,Triage,"274493_Excessive Use of SC Command_1669349050020_1669349060289,274493_Excessive Use of SC Command_1669300533067_1669300797761,274493_Excessive Use of SC Command_1669289879288_1669289889437,274493_Excessive Use of SC Command_1669238547760_1669238558111,274493_Excessive Use of SC Command_1669219593213_1669219703508,274493_Excessive Use of SC Command_1669011433152_1669011443443,274493_Excessive Use of SC Command_1668957801722_1668957812010",,,,,8
155,2230311,securityanalyst1,Amazon AWS WAF,2022-11-11 00:46:05 UTC-05,,Default,False,True,False,0,4002,Open,SURA ASSET MANAGEMENT PERU S.A,Informative,Research,274882_SRA-P_WAF_X-Force Risky IP Scan (Source IP)_1668135226796_1668135226796,,,,,1
156,2231107,securityanalyst1,Microsoft Windows Security Event Log,2022-11-13 21:10:21 UTC-05,"Intrusion Detection,Authentication,Recon","Login,SAP",False,False,False,0,"3,115,700,231,163,000",Open,SURA ASSET MANAGEMENT PERU S.A,Medium,Assessment,"275476_Login Failures Followed By Success to the same Username_1668442938474_1668447888325,275476_Multiple Login Failures for Single Username_1668442938474_1668447863302,275476_Multiple Login Failures for Single Username_1668436878821_1668436929975,275476_Login Failures Followed By Success to the same Username_1668386726080_1668436956873,275476_Multiple Login Failures for Single Username_1668386726080_1668389305171",,,,,5
157,2230524,securityanalyst1,Cisco Adaptive Security Appliance (ASA),2022-11-11 15:36:51 UTC-05,Post-Intrusion Activity,"Default,FW,SAP,Login",False,False,False,"7680,3128,88,445,80,135,443,53,49672,23116,0,389,49668","4,003,400,240,074,000,000,000,000",Open,SURA ASSET MANAGEMENT PERU S.A,High,Assessment,"275058_Possible Local Worm Detected_1668191163026_1668213090219,275058_Possible Local Worm Detected_1668191154034_1668191221072",,,,,2
158,2232893,securityanalyst1,Microsoft Office 365,2022-11-18 16:51:07 UTC-05,"Recon,Authentication",Login,False,False,False,0,3116,Open,SURA ASSET MANAGEMENT PERU S.A,Low,Assessment,"266105_Multiple Login Failures for Single Username_1669389409764_1669390784972,266105_Multiple Login Failures for Single Username_1669338296503_1669338736931,266105_Multiple Login Failures for Single Username_1669276385724_1669324829557,266105_Multiple Login Failures for Single Username_1669276385724_1669276932195,266105_Multiple Login Failures for Single Username_1669151473677_1669229229683,266105_Multiple Login Failures for Single Username_1669104604083_1669173614388,266105_Multiple Login Failures for Single Username_1669151473677_1669151845114,266105_Multiple Login Failures for Single Username_1669104604083_1669104957288,266105_Multiple Login Failures for Single Username_1669008308752_1669008715159,266105_Multiple Login Failures for Single Username_1668989157065_1668989462361,266105_Multiple Login Failures for Single Username_1668912068753_1668912522061,266105_Multiple Login Failures for Single Username_1668890710699_1668891033916,266105_Multiple Login Failures for Single Username_1668803353333_1668803581511",,,,,13
159,2231085,securityanalyst1,Amazon AWS WAF,2022-11-13 18:40:07 UTC-05,,Default,False,True,False,0,4002,Open,SURA ASSET MANAGEMENT PERU S.A,Informative,Research,275467_SRA-P_WAF_X-Force Risky IP Scan (Source IP)_1668380286762_1668380286762,,,,,1
160,2232431,securityanalyst1,Microsoft Office 365,2022-11-17 11:30:18 UTC-05,"Recon,Authentication,Intrusion Detection","Login,SAP",False,False,False,0,"3,116,300,531,157,000",Open,SURA ASSET MANAGEMENT PERU S.A,Low,Research,"276410_Multiple Login Failures for Single Username_1668697534992_1668697978572,276410_Login Failures Followed By Success to the same Username_1668697789168_1668698186740",,,,,2
161,2228519,securityanalyst1,Cisco Adaptive Security Appliance (ASA),2022-11-04 22:39:12 UTC-05,Recon,FW,False,False,False,"3283,847,53,6665,1028,138,8443,2049,67,136,8337,156,1701,2048,8118,5001,530,500,5986,8000,10172,1645,5000,80,22,443,23,2638,7443,137,1214,1234,5722,5900,49188,177,49200,1646,2086,666,4243,8800,2000,2727,8500,9332,9200,1813,445,5353,1434,514,2223,49,4244,10505,9042,143,47808,8116,123,49194,5632,8194,68,21,119,9080,1026,647,8243,1030,1080",4003,Open,SURA ASSET MANAGEMENT PERU S.A,Medium,Research,273151_Host Port Scan Detected by Remote Host_1667609531316_1667609696378,,,,,1
162,2227856,securityanalyst1,Custom Rule Engine,2022-11-03 17:29:06 UTC-05,Post-Intrusion Activity,"Default,FW,SAP,Login,FAM,FW (custom)",False,False,False,"7680,135,3128,53,23116,80,49669,443,3478,445,389,3268,88,49672,49668,123,0,1524,49677","40,034,002,400,813,000,000,000,000,000,000,000,000,000,000,000",Open,SURA ASSET MANAGEMENT PERU S.A,High,Assessment,"272518_Possible Local Worm Detected_1668462913088_1668462972826,272518_Possible Local Worm Detected_1668445681889_1668445742677,272518_Possible Local Worm Detected_1668191518283_1668213310345,272518_Possible Local Worm Detected_1668117059940_1668117300158,272518_Possible Local Worm Detected_1668117070956_1668137373394,272518_Possible Local Worm Detected_1668117046293_1668117300158,272518_Possible Local Worm Detected_1668039885469_1668039895232,272518_Possible Local Worm Detected_1668028972104_1668028996116,272518_Possible Local Worm Detected_1667947181059_1667947248216,272518_Possible Local Worm Detected_1667947197063_1668013939477,272518_Possible Local Worm Detected_1667928637761_1667928658793,272518_Possible Local Worm Detected_1667928620034_1667947248216,272518_Possible Local Worm Detected_1667928659795_1667928676806,272518_Possible Local Worm Detected_1667840954764_1667841013558,272518_Possible Local Worm Detected_1667511002837_1667511026575",,,,,15
163,2231852,securityanalyst1,Microsoft Windows Security Event Log,2022-11-15 19:05:26 UTC-05,"Recon,Intrusion Detection,Authentication",Login,False,False,False,0,"31,163,005",Open,SURA ASSET MANAGEMENT PERU S.A,Medium,Assessment,"275931_Multiple Login Failures From the Same Source with any Username_1669043608918_1669043663974,275931_Multiple Login Failures From the Same Source with any Username_1668632573734_1668632606762,275931_Multiple Login Failures From the Same Source with any Username_1668550375189_1668550493282",,,,,3
164,2227862,securityanalyst1,Microsoft Office 365,2022-11-03 17:39:36 UTC-05,,Login,False,False,False,0,3115,Open,SURA ASSET MANAGEMENT PERU S.A,Informative,Assessment,"272374_SRA-P: User Login Success other countries_1667920518017_1667966248426,272374_SRA-P: User Login Success other countries_1667870714307_1667870788356,272374_SRA-P: User Login Success other countries_1667866432897_1667866924269,272374_SRA-P: User Login Success other countries_1667854246501_1667855769660,272374_SRA-P: User Login Success other countries_1667850044293_1667850044293,272374_SRA-P: User Login Success other countries_1667847364582_1667847364582,272374_SRA-P: User Login Success other countries_1667843309230_1667843309230,272374_SRA-P: User Login Success other countries_1667830916861_1667840283000,272374_SRA-P: User Login Success other countries_1667631713572_1667631713572,272374_SRA-P: User Login Success other countries_1667584768260_1667608605116,272374_SRA-P: User Login Success other countries_1667578213445_1667579561415,272374_SRA-P: User Login Success other countries_1667573086421_1667575308153,272374_SRA-P: User Login Success other countries_1667531329006_1667531329006,272374_SRA-P: User Login Success other countries_1667527231562_1667527231562,272374_SRA-P: User Login Success other countries_1667522769093_1667522769093,272374_SRA-P: User Login Success other countries_1667516992431_1667519758736,272374_SRA-P: User Login Success other countries_1667495721539_1667511527931",,,,,17
165,2232629,Admin,Amazon AWS WAF,2022-11-18 01:05:03 UTC-05,,Default,False,False,False,0,4002,Closed,SURA ASSET MANAGEMENT PERU S.A,Informative,Assessment,276574_SRA-P_WAF_X-Force Risky IP Scan (Source IP)_1668749175067_1668749175067,2022-11-18 11:58:34 UTC-05,,NotMalicious,Unknown,1
166,2228628,securityanalyst1,Cisco Adaptive Security Appliance (ASA),2022-11-05 07:49:21 UTC-05,Recon,FW,False,False,False,###############################################################################################################################################################################################################################################################,4003,Open,SURA ASSET MANAGEMENT PERU S.A,Medium,Research,273249_Host Port Scan Detected by Remote Host_1667644320452_1667644322499,,,,,1
167,2232062,securityanalyst1,Microsoft Windows Security Event Log,2022-11-16 10:25:41 UTC-05,"Recon,Intrusion Detection,Authentication",Login,False,False,False,0,"31,163,005",Open,SURA ASSET MANAGEMENT PERU S.A,Medium,Assessment,276089_Multiple Login Failures From the Same Source with any Username_1668607656905_1668607750973,,,,,1
168,2231623,securityanalyst1,Microsoft Office 365,2022-11-15 07:01:11 UTC-05,"Recon,Authentication",Login,False,False,False,0,3116,Open,SURA ASSET MANAGEMENT PERU S.A,Informative,Assessment,"265927_Multiple Login Failures for Single Username_1669371292181_1669371591414,265927_Multiple Login Failures for Single Username_1669321007465_1669321512881,265927_Multiple Login Failures for Single Username_1669237970324_1669317327697,265927_Multiple Login Failures for Single Username_1669282060158_1669282401392,265927_Multiple Login Failures for Single Username_1669172866849_1669238091434,265927_Multiple Login Failures for Single Username_1669113986335_1669173260117,265927_Multiple Login Failures for Single Username_1669141949181_1669142410558,265927_Multiple Login Failures for Single Username_1669113986335_1669114424652,265927_Multiple Login Failures for Single Username_1669016912571_1669017280454,265927_Multiple Login Failures for Single Username_1668976232554_1668976659675,265927_Multiple Login Failures for Single Username_1668942070969_1668942522320,265927_Multiple Login Failures for Single Username_1668866629299_1668866965556,265927_Multiple Login Failures for Single Username_1668843623602_1668843999855,265927_Multiple Login Failures for Single Username_1668662108333_1668662452601,265927_Multiple Login Failures for Single Username_1668607285566_1668607540808,265927_Multiple Login Failures for Single Username_1668590925539_1668591232786,265927_Multiple Login Failures for Single Username_1668545160209_1668545611220,265927_Multiple Login Failures for Single Username_1668510463354_1668510856625",,,,,18
169,2228455,securityanalyst1,Cisco Adaptive Security Appliance (ASA),2022-11-04 18:29:40 UTC-05,Post-Intrusion Activity,"Default,FAM,FW,Login,SAP",False,False,False,"49672,7680,0,80,3128,135,53,88,445,49669,49692,443,389,49671,23116,9080","4,007,400,340,344,000,000,000,000,000,000,000,000,000,000",Open,SURA ASSET MANAGEMENT PERU S.A,High,Assessment,"273086_Possible Local Worm Detected_1668268581450_1668268645520,273086_Possible Local Worm Detected_1668213475712_1668213535498,273086_Possible Local Worm Detected_1668213473458_1668213531490,273086_Possible Local Worm Detected_1668029617649_1668100525816,273086_Possible Local Worm Detected_1668029602632_1668030105007,273086_Possible Local Worm Detected_1667812521703_1667812531719,273086_Possible Local Worm Detected_1667812515701_1667812530710,273086_Possible Local Worm Detected_1667812476674_1667812525698,273086_Possible Local Worm Detected_1667695117700_1667695181674,273086_Possible Local Worm Detected_1667591912608_1667591977646",,,,,10
170,2231124,securityanalyst3,Microsoft Office 365,2022-11-13 22:29:23 UTC-05,"Recon,Authentication,Intrusion Detection",Login,False,False,False,0,3116,Closed,SURA ASSET MANAGEMENT PERU S.A,Medium,Research,"265910_Multiple Login Failures for Single Username_1668428248754_1668428594162,265910_Login Failures Followed By Success to the same Username_1668428451556_1668428451556,265910_Multiple Login Failures for Single Username_1668392871556_1668393275737",2022-11-14 10:06:45 UTC-05,,NotMalicious,Misconfigured system,3
171,2228759,securityanalyst1,Amazon AWS WAF,2022-11-06 03:30:58 UTC-05,,Default,False,True,False,0,4002,Open,SURA ASSET MANAGEMENT PERU S.A,Informative,Research,273372_SRA-P_WAF_X-Force Risky IP Scan (Source IP)_1667722078041_1667722078041,,,,,1
172,2227235,securityanalyst1,Microsoft Windows Security Event Log,2022-11-02 13:30:46 UTC-05,,Login,False,False,False,0,8126,Open,SURA ASSET MANAGEMENT PERU S.A,Medium,Assessment,"271953_Scheduled Task Created on Multiple Hosts_1667747587438_1667747587438,271953_Scheduled Task Created on Multiple Hosts_1667410194812_1667410194812",,,,,2
173,2229749,securityanalyst1,Cisco Adaptive Security Appliance (ASA),2022-11-09 13:09:59 UTC-05,Recon,FW,False,False,False,"9010,9080,15672,541,27015,9443,17000,4343,1299,9000,3168,6512,84,5555,9091,2000,8123,3000,60001,50075,9999,32768,81,50100,85,2087,90,4443,35193,8443,10443,5150,5432,8000,63014,50001,29656,2049,1111,9109,806,8787,6699,8015,5000,10000,8083,8040,8021,9981,9001,3001,689,199,2051,5280,32400",4003,Open,SURA ASSET MANAGEMENT PERU S.A,Low,Research,274406_Host Port Scan Detected by Remote Host_1668013899428_1668014041557,,,,,1
174,2229007,securityanalyst1,Cisco Adaptive Security Appliance (ASA),2022-11-07 11:50:30 UTC-05,,FW,False,True,False,443,"4,008,800,680,524,000",Open,SURA ASSET MANAGEMENT PERU S.A,Low,Assessment,"273573_SRA-P-CISCO: Generic: X-Force Risky IP, Bots (Source IP)_1668537144558_1668537145572,273573_SRA-P-CISCO: Generic: X-Force Risky IP, Bots (Source IP)_1668200936478_1668200936481,273573_SRA-P-CISCO: Generic: X-Force Risky IP, Bots (Source IP)_1667833895767_1667833895772",,,,,3
175,2228829,securityanalyst1,Microsoft Office 365,2022-11-06 13:50:10 UTC-05,"Recon,Authentication",Login,False,False,False,0,3116,Open,SURA ASSET MANAGEMENT PERU S.A,Low,Assessment,"266105_Multiple Login Failures for Single Username_1668678001603_1668678314262,266105_Multiple Login Failures for Single Username_1668620016569_1668620289769,266105_Multiple Login Failures for Single Username_1668590785423_1668591178755,266105_Multiple Login Failures for Single Username_1668387419579_1668387814885,266105_Multiple Login Failures for Single Username_1668279690199_1668280124510,266105_Multiple Login Failures for Single Username_1668256066397_1668256514340,266105_Multiple Login Failures for Single Username_1668229285093_1668229568307,266105_Multiple Login Failures for Single Username_1668214207113_1668214603411,266105_Multiple Login Failures for Single Username_1668176161432_1668176392549,266105_Multiple Login Failures for Single Username_1668110724961_1668118690194,266105_Multiple Login Failures for Single Username_1668090258005_1668090422281,266105_Multiple Login Failures for Single Username_1667978018847_1667978519417,266105_Multiple Login Failures for Single Username_1667937088620_1667937181680,266105_Multiple Login Failures for Single Username_1667919855443_1667919994546,266105_Multiple Login Failures for Single Username_1667855055118_1667855182214,266105_Multiple Login Failures for Single Username_1667822360247_1667822662452,266105_Multiple Login Failures for Single Username_1667817170234_1667817448152,266105_Multiple Login Failures for Single Username_1667797042216_1667797377456,266105_Multiple Login Failures for Single Username_1667782878453_1667783231684,266105_Multiple Login Failures for Single Username_1667757305726_1667757631954",,,,,20
176,2226745,securityanalyst1,Custom Rule Engine,2022-11-01 01:31:13 UTC-05,Post-Intrusion Activity,"Default,FAM,FW,Login,SAP",False,False,False,"3128,53,80,7680,443,135,0,88,445,49672,23116","40,024,008,400,740,000,000,000,000,000,000,000",Open,SURA ASSET MANAGEMENT PERU S.A,Medium,Assessment,"271554_Possible Local Worm Detected_1667283054745_1667283054748,271554_Possible Local Worm Detected_1667282442266_1667283054745,271554_Possible Local Worm Detected_1667283021012_1667283046733,271554_Possible Local Worm Detected_1667282441565_1667283076759",,,,,4
177,2228809,securityanalyst3,Amazon AWS WAF,2022-11-06 11:30:18 UTC-05,,Default,False,False,False,0,4002,Closed,SURA ASSET MANAGEMENT PERU S.A,Informative,Triage,273416_SRA-P_WAF_Possible_Scan_1667749039447_1667749389669,2022-11-25 10:26:57 UTC-05,,Maintenance,Rule under construction,1
178,2231460,securityanalyst1,Microsoft Office 365,2022-11-14 19:19:54 UTC-05,,Login,False,False,False,0,3115,Open,SURA ASSET MANAGEMENT PERU S.A,Low,Assessment,"275674_SRA-P: User Login Success other countries_1668495771590_1668495771592,275674_SRA-P: User Login Success other countries_1668467895249_1668467895249",,,,,2
